order_id,date_id,price_inr,rating,rating_count,location_id,restaurant_id,category_id,dish_id,date_id,full_date,year,month,month_name,quarter,day,week,location_id,state,city,location,restaurant_id,restaurant_name,category_id,category,dish_id,dish_name
582,176,319.00,4.00,7,5,12,2,518,176,2025-01-12,2025,1,January,1,12,2,5,Karnataka,Bengaluru,"Kengeri Satellite Town",12,"Big Bowl",2,Recommended,518,"Paneer Dhaba Masala Rice Bowl"
593,30,269.00,4.00,0,5,12,2,529,30,2025-02-16,2025,2,February,1,16,7,5,Karnataka,Bengaluru,"Kengeri Satellite Town",12,"Big Bowl",2,Recommended,529,"Veg Hakka Noodles Bowl."
595,24,269.00,4.00,32,5,12,2,531,24,2025-01-02,2025,1,January,1,2,0,5,Karnataka,Bengaluru,"Kengeri Satellite Town",12,"Big Bowl",2,Recommended,531,"Veg Chilli Garlic Noodles Bowl."
614,30,339.00,4.00,0,7,13,2,549,30,2025-02-16,2025,2,February,1,16,7,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,549,"8-Cheese Pizza"
617,68,299.00,4.00,0,7,13,2,551,68,2025-01-08,2025,1,January,1,8,1,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,551,"Four Cheese Pizza"
619,2,279.00,4.00,4,7,13,2,553,2,2025-04-03,2025,4,April,2,3,13,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,553,"Deluxe Veggie Pizza"
623,201,259.00,4.00,0,7,13,2,557,201,2025-07-21,2025,7,July,3,21,29,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,557,"Blazing Onion & Paprika Pizza"
625,30,299.00,4.00,0,7,13,2,559,30,2025-02-16,2025,2,February,1,16,7,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,559,"Country Feast Pizza"
633,30,569.00,5.00,9,2,14,2,566,30,2025-02-16,2025,2,February,1,16,7,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,566,"Korean & Thai Roll Chicken Meal"
636,149,419.00,5.00,44,2,14,2,568,149,2025-01-09,2025,1,January,1,9,1,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,568,"Indian Tandoori Roll Chicken Meal"
639,30,319.00,5.00,16,2,14,2,570,30,2025-02-16,2025,2,February,1,16,7,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,570,"Korean Tangy Roll & Popcorn Chicken Meal"
643,158,419.00,5.00,17,2,14,2,573,158,2025-07-05,2025,7,July,3,5,26,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,573,"Thai Spicy Roll & Zinger Chicken Meal"
646,25,299.00,4.00,13,2,14,2,575,25,2025-08-24,2025,8,August,3,24,34,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,575,"American Roll & Popcorn Chicken Meal"
649,178,319.00,4.00,8,2,14,2,577,178,2025-05-25,2025,5,May,2,25,21,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,577,"Thai Spicy Roll & Popcorn Chicken Meal"
652,195,419.00,4.00,9,2,14,2,579,195,2025-08-18,2025,8,August,3,18,33,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,579,"Korean Tangy Roll & Zinger Chicken Meal"
655,135,139.00,4.00,48,2,14,2,581,135,2025-01-07,2025,1,January,1,7,1,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,581,"Korean Tangy Chicken Roll"
658,119,139.00,4.00,16,2,14,2,583,119,2025-06-23,2025,6,June,2,23,25,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,583,"Thai Spicy Chicken Roll"
659,203,269.00,4.00,0,7,13,2,584,203,2025-06-11,2025,6,June,2,11,23,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,584,"Fiery Jalapeno & Paprika Pizza"
661,198,139.00,4.00,56,2,14,2,585,198,2025-05-21,2025,5,May,2,21,20,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,585,"Indian Tandoori Chicken Roll"
662,151,349.00,5.00,13,7,13,2,586,151,2025-04-25,2025,4,April,2,25,16,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,586,"Creamy Spinach Popeye Pizza"
664,111,139.00,4.00,34,2,14,2,587,111,2025-06-17,2025,6,June,2,17,24,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,587,"Indian Spicy Veg Roll"
665,204,299.00,4.00,72,7,13,2,588,204,2025-04-15,2025,4,April,2,15,15,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,588,"Mexican Wave Pizza"
667,43,139.00,5.00,85,2,14,2,589,43,2025-06-19,2025,6,June,2,19,24,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,589,"Classic Chicken Roll"
668,61,299.00,4.00,23,7,13,2,590,61,2025-05-15,2025,5,May,2,15,19,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,590,"Ultimate Spinach Pizza"
669,168,329.00,4.00,0,7,13,2,591,168,2025-07-15,2025,7,July,3,15,28,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,591,"Peppy Paneer Pizza"
671,133,169.00,4.00,69,2,14,2,592,133,2025-05-17,2025,5,May,2,17,19,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,592,"Double Chicken Roll"
672,35,349.00,4.00,15,7,13,2,593,35,2025-02-27,2025,2,February,1,27,8,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,593,"Paneer Red-Hot Pizza"
674,125,329.00,4.00,31,2,14,2,594,125,2025-06-27,2025,6,June,2,27,25,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,594,"Gold Edition - Chicken Zinger Burger & Fries"
675,122,339.00,4.00,53,7,13,2,595,122,2025-04-24,2025,4,April,2,24,16,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,595,"Farmhouse Pizza"
677,69,239.00,4.00,8,2,14,2,596,69,2025-01-27,2025,1,January,1,27,4,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,596,"Gold Edition - Veg Zinger Burger"
678,72,339.00,4.00,27,7,13,2,597,72,2025-08-25,2025,8,August,3,25,34,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,597,"Five Pepper Pizza"
680,9,299.00,5.00,6,2,14,2,598,9,2025-05-02,2025,5,May,2,2,17,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,598,"Chatpata Chana Veg Burger - 2 pc"
682,30,349.00,4.00,12,7,13,2,600,30,2025-02-16,2025,2,February,1,16,7,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,600,"Farmer's Pick Pizza"
684,126,269.00,4.00,1,2,14,2,601,126,2025-07-13,2025,7,July,3,13,28,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,601,"2 x Chatpata Chana Veg Burger & Fries combo"
686,205,349.00,4.00,17,7,13,2,603,205,2025-06-06,2025,6,June,2,6,22,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,603,"Smoked Hawaiian Pizza"
689,166,309.00,4.00,0,2,14,2,605,166,2025-01-05,2025,1,January,1,5,1,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,605,"2 x Chatpata Chana Veg Burger Meal"
691,155,349.00,5.00,11,7,13,2,607,155,2025-04-30,2025,4,April,2,30,17,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,607,"Veggie Volcano Pizza"
693,89,449.00,5.00,15,2,14,2,608,89,2025-01-29,2025,1,January,1,29,4,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,608,"Spicy Zinger Burger and Popcorn Meal"
694,98,379.00,5.00,6,7,13,2,609,98,2025-06-13,2025,6,June,2,13,23,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,609,"Four Seasons Pizza"
696,154,229.00,5.00,150,2,14,2,610,154,2025-06-14,2025,6,June,2,14,23,2,Karnataka,Bengaluru,Kengeri,14,KFC,2,Recommended,610,"Spicy Zinger Burger"
697,124,379.00,5.00,44,7,13,2,611,124,2025-08-05,2025,8,August,3,5,31,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,611,"Greek Goddess Pizza"
698,7,369.00,4.00,49,7,13,2,612,7,2025-01-21,2025,1,January,1,21,3,7,Karnataka,Bengaluru,"Jawaharlal Nehru Road",13,"Olio - The Wood Fired Pizzeria",2,Recommended,612,"Mediterranean Pizza"
874,148,93.00,4.00,9,1,16,2,925,148,2025-07-17,2025,7,July,3,17,28,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",16,"Polar Bear",2,Recommended,925,"Kala Jamun Sorbet"
875,60,93.00,4.00,76,1,16,2,926,60,2025-08-17,2025,8,August,3,17,33,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",16,"Polar Bear",2,Recommended,926,"Alphonso Mango Chilli Sorbet"
945,182,389.00,4.00,0,9,23,2,2393,182,2025-07-02,2025,7,July,3,2,26,9,Karnataka,Bengaluru,"Rr Nagar",23,"The Good Bowl",2,Recommended,2393,"Chicken Tikka Masala Rice Bowl"
958,63,869.00,5.00,3,22,44,2,3278,63,2025-06-16,2025,6,June,2,16,24,22,Karnataka,Bengaluru,Whitefield,44,"Sweet Truth - Cake and Desserts",2,Recommended,3278,"Biscoff Cheesecake (500 gm)"
963,161,159.00,4.00,5,18,9,2,349,161,2025-08-04,2025,8,August,3,4,31,18,Karnataka,Bengaluru,Banashankari,9,"Pizza Hut",2,Recommended,349,"Classic Chicken Pepperoni & Onion"
964,198,159.00,4.00,9,21,9,2,349,198,2025-05-21,2025,5,May,2,21,20,21,Karnataka,Bengaluru,"Varthur Gunjur",9,"Pizza Hut",2,Recommended,349,"Classic Chicken Pepperoni & Onion"
965,124,159.00,4.00,6,14,9,2,349,124,2025-08-05,2025,8,August,3,5,31,14,Karnataka,Bengaluru,"Global Mall",9,"Pizza Hut",2,Recommended,349,"Classic Chicken Pepperoni & Onion"
966,20,159.00,4.00,7,26,9,2,349,20,2025-05-11,2025,5,May,2,11,19,26,Karnataka,Bengaluru,"Jalahalli Cross",9,"Pizza Hut",2,Recommended,349,"Classic Chicken Pepperoni & Onion"
971,23,269.00,4.00,0,13,12,2,529,23,2025-02-22,2025,2,February,1,22,7,13,Karnataka,Bengaluru,Uttarahalli,12,"Big Bowl",2,Recommended,529,"Veg Hakka Noodles Bowl."
972,23,269.00,4.00,97,22,12,2,529,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,12,"Big Bowl",2,Recommended,529,"Veg Hakka Noodles Bowl."
973,89,269.00,4.00,0,29,12,2,529,89,2025-01-29,2025,1,January,1,29,4,29,Karnataka,Bengaluru,Dasarahalli,12,"Big Bowl",2,Recommended,529,"Veg Hakka Noodles Bowl."
986,23,650.00,5.00,10,11,26,2,1550,23,2025-02-22,2025,2,February,1,22,7,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1550,"Eggless Fresh Cream Pineapple Cake (500gms)"
987,211,650.00,5.00,7,22,26,2,1550,211,2025-04-01,2025,4,April,2,1,13,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1550,"Eggless Fresh Cream Pineapple Cake (500gms)"
988,12,650.00,4.00,5,16,26,2,1550,12,2025-07-24,2025,7,July,3,24,29,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1550,"Eggless Fresh Cream Pineapple Cake (500gms)"
1011,87,269.00,3.00,4,22,41,2,3131,87,2025-06-20,2025,6,June,2,20,24,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3131,"Chimichurri Chicken Burger Wrap"
1015,58,229.00,4.00,77,22,47,2,3494,58,2025-02-24,2025,2,February,1,24,8,22,Karnataka,Bengaluru,Whitefield,47,Homely,2,Recommended,3494,"Punjabi Chole and Aloo Tamatar Meal"
1022,101,340.00,4.00,0,1,20,2,1207,101,2025-04-05,2025,4,April,2,5,13,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",20,"Nandhana Palace",2,Recommended,1207,"Supreme Boneless Chicken Biryani"
1030,166,219.00,5.00,9,1,33,2,2441,166,2025-01-05,2025,1,January,1,5,1,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,2441,"Chicken Sausage Pizza"
1042,23,319.00,4.00,7,1,14,2,570,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",14,KFC,2,Recommended,570,"Korean Tangy Roll & Popcorn Chicken Meal"
1043,209,319.00,3.00,10,22,14,2,570,209,2025-04-12,2025,4,April,2,12,14,22,Karnataka,Bengaluru,Whitefield,14,KFC,2,Recommended,570,"Korean Tangy Roll & Popcorn Chicken Meal"
1047,68,389.00,5.00,15,1,33,2,626,68,2025-01-08,2025,1,January,1,8,1,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,626,"Chicken Pepperoni Pizza"
1051,114,207.00,4.00,0,9,19,2,1172,114,2025-02-08,2025,2,February,1,8,5,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1172,"Masala Paneer Tikka Wrap - Wholewheat Paratha"
1055,30,349.00,4.00,1,2,22,2,1366,30,2025-02-16,2025,2,February,1,16,7,2,Karnataka,Bengaluru,Kengeri,22,"The Belgian Waffle Co.",2,Recommended,1366,"Make At Home @ Rs.349"
1056,174,349.00,4.00,1,1,22,2,1366,174,2025-08-16,2025,8,August,3,16,32,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",22,"The Belgian Waffle Co.",2,Recommended,1366,"Make At Home @ Rs.349"
1075,86,399.00,5.00,1,9,35,2,2634,86,2025-08-09,2025,8,August,3,9,31,9,Karnataka,Bengaluru,"Rr Nagar",35,"Daily Kitchen - Everyday Homely Meals",2,Recommended,2634,"Homestyle Egg Curry Feast Thali + 3 Mini Samosas"
1080,108,169.00,4.00,59,1,38,2,2911,108,2025-07-18,2025,7,July,3,18,28,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",38,Subway,2,Recommended,2911,"Tandoori Paneer Craver (10cm)"
1081,23,249.00,4.00,8,22,41,2,3136,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3136,"Spicy Chicken Burger Wrap ."
1112,23,229.00,4.00,0,9,29,2,1815,23,2025-02-22,2025,2,February,1,22,7,9,Karnataka,Bengaluru,"Rr Nagar",29,"LunchBox  Meals and Thalis",2,Recommended,1815,"Aloo Paratha & Double Omelette Combo"
1113,220,229.00,4.00,0,5,29,2,1815,220,2025-02-09,2025,2,February,1,9,6,5,Karnataka,Bengaluru,"Kengeri Satellite Town",29,"LunchBox  Meals and Thalis",2,Recommended,1815,"Aloo Paratha & Double Omelette Combo"
1138,22,309.00,4.00,0,9,19,2,1178,22,2025-06-28,2025,6,June,2,28,25,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1178,"Lucknowi Paneer Biryani - Serves 1"
1151,190,1700.00,5.00,2,16,26,2,1557,190,2025-06-03,2025,6,June,2,3,22,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1557,"Premium Gift Hamper Basket"
1152,114,1700.00,4.00,0,11,26,2,1557,114,2025-02-08,2025,2,February,1,8,5,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1557,"Premium Gift Hamper Basket"
1153,50,1700.00,5.00,12,22,26,2,1557,50,2025-06-24,2025,6,June,2,24,25,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1557,"Premium Gift Hamper Basket"
1154,23,650.00,5.00,10,22,26,2,1559,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1559,"Almond Rocks (250g)"
1155,8,650.00,5.00,3,16,26,2,1559,8,2025-04-13,2025,4,April,2,13,15,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1559,"Almond Rocks (250g)"
1156,20,650.00,4.00,0,11,26,2,1559,20,2025-05-11,2025,5,May,2,11,19,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1559,"Almond Rocks (250g)"
1182,157,209.00,5.00,18,10,21,2,2932,157,2025-04-28,2025,4,April,2,28,17,10,Karnataka,Bengaluru,"Gopalan Arcade Mall",21,"Burger King",2,Recommended,2932,"Original Whopper Chicken(XL size Bun)"
1188,196,239.00,4.00,0,22,45,2,3374,196,2025-01-10,2025,1,January,1,10,1,22,Karnataka,Bengaluru,Whitefield,45,"The Biryani Life",2,Recommended,3374,"Andhra Paneer Mini Biryani"
1196,23,159.00,4.00,137,10,21,2,1277,23,2025-02-22,2025,2,February,1,22,7,10,Karnataka,Bengaluru,"Gopalan Arcade Mall",21,"Burger King",2,Recommended,1277,"King Peri Peri Fries"
1211,193,549.00,4.00,0,22,44,2,3272,193,2025-05-03,2025,5,May,2,3,17,22,Karnataka,Bengaluru,Whitefield,44,"Sweet Truth - Cake and Desserts",2,Recommended,3272,"Pineapple Cake (500gm) (Eggless)"
1220,26,225.00,5.00,42,27,11,2,503,26,2025-06-07,2025,6,June,2,7,22,27,Karnataka,Bengaluru,Vidyaranyapura,11,"A2B - Adyar Ananda Bhavan",2,Recommended,503,"Dhal Thadka"
1221,201,225.00,4.00,23,15,11,2,503,201,2025-07-21,2025,7,July,3,21,29,15,Karnataka,Bengaluru,"Mysore Road",11,"A2B - Adyar Ananda Bhavan",2,Recommended,503,"Dhal Thadka"
1229,200,330.51,4.00,1,8,17,2,1061,200,2025-05-13,2025,5,May,2,13,19,8,Karnataka,Bengaluru,"KENGERI UPANAGAR",17,"NIC Ice Creams",2,Recommended,1061,"Modak Ice Cream 500ml"
1233,11,400.00,4.00,107,10,21,2,1282,11,2025-08-03,2025,8,August,3,3,31,10,Karnataka,Bengaluru,"Gopalan Arcade Mall",21,"Burger King",2,Recommended,1282,"4 Crispy Veg + 2 Medium Fries"
1242,81,249.00,4.00,4,9,35,2,2632,81,2025-01-04,2025,1,January,1,4,0,9,Karnataka,Bengaluru,"Rr Nagar",35,"Daily Kitchen - Everyday Homely Meals",2,Recommended,2632,"Egg Curry - Feast Thali"
1244,215,1930.00,4.00,8,20,36,2,2705,215,2025-07-31,2025,7,July,3,31,30,20,Karnataka,Bengaluru,"Beml Layout",36,"RNR Biryani - Taste of 1953",2,Recommended,2705,"Donne Chicken Biryani Bucket (Serves 6 To 7)"
1253,168,269.00,4.00,0,22,45,2,3369,168,2025-07-15,2025,7,July,3,15,28,22,Karnataka,Bengaluru,Whitefield,45,"The Biryani Life",2,Recommended,3369,"Hyderabadi Pepper Chicken Mini Biryani"
1258,171,299.00,4.00,0,30,13,2,559,171,2025-04-04,2025,4,April,2,4,13,30,Karnataka,Bengaluru,"maruti layout",13,"Olio - The Wood Fired Pizzeria",2,Recommended,559,"Country Feast Pizza"
1259,176,299.00,4.00,0,22,13,2,559,176,2025-01-12,2025,1,January,1,12,2,22,Karnataka,Bengaluru,Whitefield,13,"Olio - The Wood Fired Pizzeria",2,Recommended,559,"Country Feast Pizza"
1260,46,299.00,4.00,0,12,13,2,559,46,2025-08-29,2025,8,August,3,29,34,12,Karnataka,Bengaluru,Kanakapura,13,"Olio - The Wood Fired Pizzeria",2,Recommended,559,"Country Feast Pizza"
1280,144,299.00,4.00,96,24,38,2,3007,144,2025-06-22,2025,6,June,2,22,25,24,Karnataka,Bengaluru,Varthur,38,Subway,2,Recommended,3007,"B.M.T Sandwich"
1283,198,259.00,4.00,0,22,41,2,3121,198,2025-05-21,2025,5,May,2,21,20,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3121,"Chimichurri Paneer Burger Wrap ."
1286,99,280.00,4.00,22,15,11,2,502,99,2025-06-09,2025,6,June,2,9,23,15,Karnataka,Bengaluru,"Mysore Road",11,"A2B - Adyar Ananda Bhavan",2,Recommended,502,"Alu Gobi Masala"
1287,9,280.00,5.00,84,22,11,2,502,9,2025-05-02,2025,5,May,2,2,17,22,Karnataka,Bengaluru,Whitefield,11,"A2B - Adyar Ananda Bhavan",2,Recommended,502,"Alu Gobi Masala"
1288,167,93.00,5.00,28,22,16,2,925,167,2025-04-20,2025,4,April,2,20,16,22,Karnataka,Bengaluru,Whitefield,16,"Polar Bear",2,Recommended,925,"Kala Jamun Sorbet"
1308,66,239.00,4.00,2,22,41,2,3135,66,2025-07-06,2025,7,July,3,6,27,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3135,"Spiced Paneer Burger Wrap"
1311,79,995.00,4.00,0,22,45,2,3381,79,2025-02-17,2025,2,February,1,17,7,22,Karnataka,Bengaluru,Whitefield,45,"The Biryani Life",2,Recommended,3381,"Andhra Paneer Biryani (Serves 4)"
1314,104,379.00,5.00,3,13,6,2,255,104,2025-04-26,2025,4,April,2,26,16,13,Karnataka,Bengaluru,Uttarahalli,6,"Chinese Wok",2,Recommended,255,"Hunan Chicken Dry - Full"
1315,77,379.00,5.00,7,25,6,2,255,77,2025-08-13,2025,8,August,3,13,32,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,255,"Hunan Chicken Dry - Full"
1316,132,379.00,4.00,13,22,6,2,255,132,2025-04-02,2025,4,April,2,2,13,22,Karnataka,Bengaluru,Whitefield,6,"Chinese Wok",2,Recommended,255,"Hunan Chicken Dry - Full"
1317,25,269.00,4.00,0,22,6,2,271,25,2025-08-24,2025,8,August,3,24,34,22,Karnataka,Bengaluru,Whitefield,6,"Chinese Wok",2,Recommended,271,"Veg Chinese Hakka Noodles - Half (500 ml)."
1318,69,269.00,4.00,0,13,6,2,271,69,2025-01-27,2025,1,January,1,27,4,13,Karnataka,Bengaluru,Uttarahalli,6,"Chinese Wok",2,Recommended,271,"Veg Chinese Hakka Noodles - Half (500 ml)."
1319,205,269.00,4.00,0,25,6,2,271,205,2025-06-06,2025,6,June,2,6,22,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,271,"Veg Chinese Hakka Noodles - Half (500 ml)."
1355,23,269.00,4.00,0,22,6,2,269,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,6,"Chinese Wok",2,Recommended,269,"Veg Chinese Fried Rice - Half (500 ml)."
1356,14,269.00,4.00,0,13,6,2,269,14,2025-07-22,2025,7,July,3,22,29,13,Karnataka,Bengaluru,Uttarahalli,6,"Chinese Wok",2,Recommended,269,"Veg Chinese Fried Rice - Half (500 ml)."
1357,214,269.00,4.00,0,25,6,2,269,214,2025-07-12,2025,7,July,3,12,27,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,269,"Veg Chinese Fried Rice - Half (500 ml)."
1362,31,300.00,4.00,201,22,11,2,515,31,2025-07-07,2025,7,July,3,7,27,22,Karnataka,Bengaluru,Whitefield,11,"A2B - Adyar Ananda Bhavan",2,Recommended,515,"Palak Paneer"
1363,33,300.00,4.00,46,15,11,2,515,33,2025-06-10,2025,6,June,2,10,23,15,Karnataka,Bengaluru,"Mysore Road",11,"A2B - Adyar Ananda Bhavan",2,Recommended,515,"Palak Paneer"
1364,191,300.00,5.00,192,27,11,2,515,191,2025-07-25,2025,7,July,3,25,29,27,Karnataka,Bengaluru,Vidyaranyapura,11,"A2B - Adyar Ananda Bhavan",2,Recommended,515,"Palak Paneer"
1384,147,374.00,4.00,5,1,24,2,1502,147,2025-08-26,2025,8,August,3,26,34,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",24,"Taco Bell",2,Recommended,1502,"Grilled Cheese Boss Burrito Non Veg (Free Nachos & Pepsi)"
1388,225,599.00,5.00,48,18,32,2,2349,225,2025-01-31,2025,1,January,1,31,4,18,Karnataka,Bengaluru,Banashankari,32,Bakingo,2,Recommended,2349,"Chocolate Snicker Cake"
1397,23,739.00,4.00,268,22,39,2,2941,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,39,"Andhra Gunpowder",2,Recommended,2941,"Andhra Veg Carrier Meals (For 3-4)"
1420,23,125.00,4.00,110,22,26,2,1561,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1561,"Eggless Rich Chocolate Pastry [1 Piece]"
1421,9,125.00,5.00,89,16,26,2,1561,9,2025-05-02,2025,5,May,2,2,17,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1561,"Eggless Rich Chocolate Pastry [1 Piece]"
1422,60,125.00,5.00,34,11,26,2,1561,60,2025-08-17,2025,8,August,3,17,33,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1561,"Eggless Rich Chocolate Pastry [1 Piece]"
1437,119,369.00,4.00,10,24,38,2,2919,119,2025-06-23,2025,6,June,2,23,25,24,Karnataka,Bengaluru,Varthur,38,Subway,2,Recommended,2919,"Cheesy Chicken Tikka"
1438,162,314.00,5.00,14,1,38,2,2919,162,2025-08-23,2025,8,August,3,23,33,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",38,Subway,2,Recommended,2919,"Cheesy Chicken Tikka"
1439,27,199.00,4.00,24,22,39,2,2948,27,2025-02-07,2025,2,February,1,7,5,22,Karnataka,Bengaluru,Whitefield,39,"Andhra Gunpowder",2,Recommended,2948,"Ghee Podi Khichdi"
1441,30,625.00,4.00,0,22,22,2,3115,30,2025-02-16,2025,2,February,1,16,7,22,Karnataka,Bengaluru,Whitefield,22,"The Belgian Waffle Co.",2,Recommended,3115,"Berry Red Velvet Waffle Cake (Double Layer)"
1449,23,319.00,4.00,22,13,6,2,264,23,2025-02-22,2025,2,February,1,22,7,13,Karnataka,Bengaluru,Uttarahalli,6,"Chinese Wok",2,Recommended,264,"Hunan Paneer Bowl"
1450,51,319.00,4.00,16,29,12,2,264,51,2025-05-24,2025,5,May,2,24,20,29,Karnataka,Bengaluru,Dasarahalli,12,"Big Bowl",2,Recommended,264,"Hunan Paneer Bowl"
1451,144,319.00,4.00,38,22,6,2,264,144,2025-06-22,2025,6,June,2,22,25,22,Karnataka,Bengaluru,Whitefield,6,"Chinese Wok",2,Recommended,264,"Hunan Paneer Bowl"
1452,122,319.00,5.00,5,13,12,2,264,122,2025-04-24,2025,4,April,2,24,16,13,Karnataka,Bengaluru,Uttarahalli,12,"Big Bowl",2,Recommended,264,"Hunan Paneer Bowl"
