order_id,date_id,price_inr,rating,rating_count,location_id,restaurant_id,category_id,dish_id,date_id,full_date,year,month,month_name,quarter,day,week,location_id,state,city,location,restaurant_id,restaurant_name,category_id,category,dish_id,dish_name
1453,50,319.00,4.00,29,25,6,2,264,50,2025-06-24,2025,6,June,2,24,25,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,264,"Hunan Paneer Bowl"
1454,89,319.00,4.00,13,22,12,2,264,89,2025-01-29,2025,1,January,1,29,4,22,Karnataka,Bengaluru,Whitefield,12,"Big Bowl",2,Recommended,264,"Hunan Paneer Bowl"
1459,54,349.00,4.00,0,9,19,2,1186,54,2025-08-10,2025,8,August,3,10,32,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1186,"Chicken Sausage Mc & cheese pasta in Hot Garlic sauce bowl"
1461,77,595.00,5.00,98,16,26,2,1545,77,2025-08-13,2025,8,August,3,13,32,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1545,"Eggless Butterscotch & Milk Chocolate Cake [1/2kg]"
1462,78,595.00,4.00,66,22,26,2,1545,78,2025-07-16,2025,7,July,3,16,28,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1545,"Eggless Butterscotch & Milk Chocolate Cake [1/2kg]"
1463,83,595.00,4.00,39,11,26,2,1545,83,2025-01-17,2025,1,January,1,17,2,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1545,"Eggless Butterscotch & Milk Chocolate Cake [1/2kg]"
1471,34,299.00,5.00,3,1,30,2,1919,34,2025-07-23,2025,7,July,3,23,29,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",30,"NH1 Bowls - Highway To North",2,Recommended,1919,"Patiala Chicken Mughlai [Masala Rice] Bowl"
1475,184,229.00,3.00,9,1,30,2,1948,184,2025-01-01,2025,1,January,1,1,0,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",30,"NH1 Bowls - Highway To North",2,Recommended,1948,"Punjabi Tandoori Chicken Wings [6 Pcs]"
1493,198,309.00,4.00,0,25,6,2,278,198,2025-05-21,2025,5,May,2,21,20,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,278,"Chicken Hakka Noodles - Half (500 ml)."
1494,25,309.00,4.00,0,13,6,2,278,25,2025-08-24,2025,8,August,3,24,34,13,Karnataka,Bengaluru,Uttarahalli,6,"Chinese Wok",2,Recommended,278,"Chicken Hakka Noodles - Half (500 ml)."
1495,211,309.00,4.00,0,22,6,2,278,211,2025-04-01,2025,4,April,2,1,13,22,Karnataka,Bengaluru,Whitefield,6,"Chinese Wok",2,Recommended,278,"Chicken Hakka Noodles - Half (500 ml)."
1506,23,279.00,4.00,9,12,13,2,588,23,2025-02-22,2025,2,February,1,22,7,12,Karnataka,Bengaluru,Kanakapura,13,"Olio - The Wood Fired Pizzeria",2,Recommended,588,"Mexican Wave Pizza"
1507,162,299.00,4.00,186,22,13,2,588,162,2025-08-23,2025,8,August,3,23,33,22,Karnataka,Bengaluru,Whitefield,13,"Olio - The Wood Fired Pizzeria",2,Recommended,588,"Mexican Wave Pizza"
1508,197,299.00,4.00,31,30,13,2,588,197,2025-05-18,2025,5,May,2,18,20,30,Karnataka,Bengaluru,"maruti layout",13,"Olio - The Wood Fired Pizzeria",2,Recommended,588,"Mexican Wave Pizza"
1511,126,328.00,3.00,1,1,24,2,1528,126,2025-07-13,2025,7,July,3,13,28,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",24,"Taco Bell",2,Recommended,1528,"2 Habanero Burrito Non Veg+2 Cinnamon Twists+2 Pepsi Zero"
1514,35,149.00,4.00,40,1,33,2,2430,35,2025-02-27,2025,2,February,1,27,8,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,2430,"Chicken Keema & Onion with Desi Makhani Sauce"
1516,36,119.00,4.00,160,1,33,2,2434,36,2025-05-19,2025,5,May,2,19,20,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,2434,"Pepper Barbecue Chicken"
1520,23,149.00,4.00,27,22,41,2,3137,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3137,"Chipotle Aloo Patty Burger Wrap"
1527,3,249.00,4.00,0,9,19,2,1182,3,2025-01-15,2025,1,January,1,15,2,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1182,"Hyderabadi Paneer Subz Mini Biryani"
1531,119,120.00,5.00,56,16,26,2,1564,119,2025-06-23,2025,6,June,2,23,25,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1564,"Eggless Butterscotch & Milk Chocolate Pastry [1 Piece]"
1532,126,120.00,4.00,69,22,26,2,1564,126,2025-07-13,2025,7,July,3,13,28,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1564,"Eggless Butterscotch & Milk Chocolate Pastry [1 Piece]"
1533,22,120.00,4.00,10,11,26,2,1564,22,2025-06-28,2025,6,June,2,28,25,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1564,"Eggless Butterscotch & Milk Chocolate Pastry [1 Piece]"
1548,119,105.00,5.00,5,22,22,2,3122,119,2025-06-23,2025,6,June,2,23,25,22,Karnataka,Bengaluru,Whitefield,22,"The Belgian Waffle Co.",2,Recommended,3122,"Honey Butter Waffle"
1550,193,319.00,4.00,0,22,45,2,3385,193,2025-05-03,2025,5,May,2,3,17,22,Karnataka,Bengaluru,Whitefield,45,"The Biryani Life",2,Recommended,3385,"Hyderabadi Paneer Biryani - Serves 1."
1552,17,289.00,4.00,0,22,45,2,3388,17,2025-04-10,2025,4,April,2,10,14,22,Karnataka,Bengaluru,Whitefield,45,"The Biryani Life",2,Recommended,3388,"Hyderabadi Paneer Subz Biryani - Serves 1."
1557,42,269.00,4.00,0,29,12,2,531,42,2025-02-28,2025,2,February,1,28,8,29,Karnataka,Bengaluru,Dasarahalli,12,"Big Bowl",2,Recommended,531,"Veg Chilli Garlic Noodles Bowl."
1558,102,269.00,5.00,57,13,12,2,531,102,2025-07-14,2025,7,July,3,14,28,13,Karnataka,Bengaluru,Uttarahalli,12,"Big Bowl",2,Recommended,531,"Veg Chilli Garlic Noodles Bowl."
1559,141,269.00,4.00,0,22,12,2,531,141,2025-04-23,2025,4,April,2,23,16,22,Karnataka,Bengaluru,Whitefield,12,"Big Bowl",2,Recommended,531,"Veg Chilli Garlic Noodles Bowl."
1562,178,419.00,5.00,11,22,14,2,579,178,2025-05-25,2025,5,May,2,25,21,22,Karnataka,Bengaluru,Whitefield,14,KFC,2,Recommended,579,"Korean Tangy Roll & Zinger Chicken Meal"
1563,199,419.00,4.00,2,1,14,2,579,199,2025-08-30,2025,8,August,3,30,34,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",14,KFC,2,Recommended,579,"Korean Tangy Roll & Zinger Chicken Meal"
1568,23,1080.00,4.00,15,1,20,2,1215,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",20,"Nandhana Palace",2,Recommended,1215,"Bucket Nellore Chicken Biryani"
1569,112,155.00,4.00,70,1,22,2,1360,112,2025-02-13,2025,2,February,1,13,6,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",22,"The Belgian Waffle Co.",2,Recommended,1360,"Signature Cold Coffee"
1570,185,155.00,4.00,31,2,22,2,1360,185,2025-08-27,2025,8,August,3,27,34,2,Karnataka,Bengaluru,Kengeri,22,"The Belgian Waffle Co.",2,Recommended,1360,"Signature Cold Coffee"
1571,206,2300.00,5.00,1,22,26,2,1556,206,2025-06-26,2025,6,June,2,26,25,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1556,"Luxury Gift Hamper Basket"
1572,115,2300.00,4.00,0,11,26,2,1556,115,2025-01-25,2025,1,January,1,25,3,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1556,"Luxury Gift Hamper Basket"
1573,8,2300.00,5.00,1,16,26,2,1556,8,2025-04-13,2025,4,April,2,13,15,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1556,"Luxury Gift Hamper Basket"
1591,14,580.52,4.00,0,22,22,2,3093,14,2025-07-22,2025,7,July,3,22,29,22,Karnataka,Bengaluru,Whitefield,22,"The Belgian Waffle Co.",2,Recommended,3093,"Keep Cake & Celebrate + 1 FREE Delight"
1592,58,239.00,5.00,16,22,47,2,3500,58,2025-02-24,2025,2,February,1,24,8,22,Karnataka,Bengaluru,Whitefield,47,Homely,2,Recommended,3500,"Chole Chawal"
1604,121,115.00,4.00,8,2,22,2,1364,121,2025-01-11,2025,1,January,1,11,1,2,Karnataka,Bengaluru,Kengeri,22,"The Belgian Waffle Co.",2,Recommended,1364,"Peach - Iced Tea"
1605,107,115.00,5.00,28,1,22,2,1364,107,2025-02-14,2025,2,February,1,14,6,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",22,"The Belgian Waffle Co.",2,Recommended,1364,"Peach - Iced Tea"
1620,202,279.00,4.00,0,22,45,2,3383,202,2025-05-29,2025,5,May,2,29,21,22,Karnataka,Bengaluru,Whitefield,45,"The Biryani Life",2,Recommended,3383,"Lucknowi Paneer Subz Biryani -Serves 1."
1634,220,299.00,4.00,0,22,13,2,551,220,2025-02-09,2025,2,February,1,9,6,22,Karnataka,Bengaluru,Whitefield,13,"Olio - The Wood Fired Pizzeria",2,Recommended,551,"Four Cheese Pizza"
1635,220,299.00,4.00,0,30,13,2,551,220,2025-02-09,2025,2,February,1,9,6,30,Karnataka,Bengaluru,"maruti layout",13,"Olio - The Wood Fired Pizzeria",2,Recommended,551,"Four Cheese Pizza"
1636,83,299.00,4.00,0,12,13,2,551,83,2025-01-17,2025,1,January,1,17,2,12,Karnataka,Bengaluru,Kanakapura,13,"Olio - The Wood Fired Pizzeria",2,Recommended,551,"Four Cheese Pizza"
1645,96,389.00,4.00,1,22,23,2,1453,96,2025-01-24,2025,1,January,1,24,3,22,Karnataka,Bengaluru,Whitefield,23,"The Good Bowl",2,Recommended,1453,"Paneer Tikka Masala Rice Bowl"
1671,85,89.00,5.00,480,1,33,2,2435,85,2025-05-23,2025,5,May,2,23,20,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,2435,"Golden Corn"
1688,29,139.00,4.00,19,1,14,2,581,29,2025-07-11,2025,7,July,3,11,27,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",14,KFC,2,Recommended,581,"Korean Tangy Chicken Roll"
1689,194,139.00,4.00,62,22,14,2,581,194,2025-04-29,2025,4,April,2,29,17,22,Karnataka,Bengaluru,Whitefield,14,KFC,2,Recommended,581,"Korean Tangy Chicken Roll"
1692,23,329.00,4.00,2,1,14,2,594,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",14,KFC,2,Recommended,594,"Gold Edition - Chicken Zinger Burger & Fries"
1693,31,329.00,4.00,26,22,14,2,594,31,2025-07-07,2025,7,July,3,7,27,22,Karnataka,Bengaluru,Whitefield,14,KFC,2,Recommended,594,"Gold Edition - Chicken Zinger Burger & Fries"
1694,60,339.00,4.00,0,12,13,2,609,60,2025-08-17,2025,8,August,3,17,33,12,Karnataka,Bengaluru,Kanakapura,13,"Olio - The Wood Fired Pizzeria",2,Recommended,609,"Four Seasons Pizza"
1695,146,379.00,4.00,1,30,13,2,609,146,2025-05-20,2025,5,May,2,20,20,30,Karnataka,Bengaluru,"maruti layout",13,"Olio - The Wood Fired Pizzeria",2,Recommended,609,"Four Seasons Pizza"
1696,127,379.00,4.00,17,22,13,2,609,127,2025-05-07,2025,5,May,2,7,18,22,Karnataka,Bengaluru,Whitefield,13,"Olio - The Wood Fired Pizzeria",2,Recommended,609,"Four Seasons Pizza"
1701,198,938.62,4.00,3,10,21,2,1280,198,2025-05-21,2025,5,May,2,21,20,10,Karnataka,Bengaluru,"Gopalan Arcade Mall",21,"Burger King",2,Recommended,1280,"Classic Family Feast for 4 - Veg"
1702,54,1300.38,4.00,4,10,21,2,1281,54,2025-08-10,2025,8,August,3,10,32,10,Karnataka,Bengaluru,"Gopalan Arcade Mall",21,"Burger King",2,Recommended,1281,"Premium Family Feast for 4 - Chicken"
1713,33,299.00,4.00,0,9,29,2,1824,33,2025-06-10,2025,6,June,2,10,23,9,Karnataka,Bengaluru,"Rr Nagar",29,"LunchBox  Meals and Thalis",2,Recommended,1824,"Chicken Kheema & Rumali Roti Lunchbox"
1714,154,299.00,4.00,2,22,42,2,1824,154,2025-06-14,2025,6,June,2,14,23,22,Karnataka,Bengaluru,Whitefield,42,"LunchBox - Meals and Thalis",2,Recommended,1824,"Chicken Kheema & Rumali Roti Lunchbox"
1715,27,299.00,4.00,0,5,29,2,1824,27,2025-02-07,2025,2,February,1,7,5,5,Karnataka,Bengaluru,"Kengeri Satellite Town",29,"LunchBox  Meals and Thalis",2,Recommended,1824,"Chicken Kheema & Rumali Roti Lunchbox"
1728,121,99.00,5.00,22,18,32,2,2358,121,2025-01-11,2025,1,January,1,11,1,18,Karnataka,Bengaluru,Banashankari,32,Bakingo,2,Recommended,2358,"Eggless Classic Walnut Brownie"
1736,33,139.00,4.00,24,22,40,2,3008,33,2025-06-10,2025,6,June,2,10,23,22,Karnataka,Bengaluru,Whitefield,40,"Wendy's Burgers",2,Recommended,3008,"Korean Crispy Chicken Burger"
1753,134,280.00,5.00,117,1,20,2,1213,134,2025-02-12,2025,2,February,1,12,6,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",20,"Nandhana Palace",2,Recommended,1213,"Nati Style Donne Veg Biryani"
1758,23,359.00,4.00,2,22,23,2,1552,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,23,"The Good Bowl",2,Recommended,1552,"Mutton Bhuna Rice Bowl"
1759,169,359.00,4.00,1,5,23,2,1552,169,2025-04-19,2025,4,April,2,19,15,5,Karnataka,Bengaluru,"Kengeri Satellite Town",23,"The Good Bowl",2,Recommended,1552,"Mutton Bhuna Rice Bowl"
1760,132,359.00,4.00,1,9,23,2,1552,132,2025-04-02,2025,4,April,2,2,13,9,Karnataka,Bengaluru,"Rr Nagar",23,"The Good Bowl",2,Recommended,1552,"Mutton Bhuna Rice Bowl"
1769,202,1065.00,5.00,10,20,36,2,2707,202,2025-05-29,2025,5,May,2,29,21,20,Karnataka,Bengaluru,"Beml Layout",36,"RNR Biryani - Taste of 1953",2,Recommended,2707,"Rnr Special Donne Chicken Boneless Biryani Bucket (Serves 3 To 4)"
1775,23,199.00,4.00,130,22,39,2,2947,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,39,"Andhra Gunpowder",2,Recommended,2947,"Andhra Gun Powder Khichdi"
1777,164,139.00,4.00,10,22,40,2,3025,164,2025-04-11,2025,4,April,2,11,14,22,Karnataka,Bengaluru,Whitefield,40,"Wendy's Burgers",2,Recommended,3025,"Chimichurri Crispy Chicken Burger"
1780,209,389.00,4.00,3,22,23,2,3031,209,2025-04-12,2025,4,April,2,12,14,22,Karnataka,Bengaluru,Whitefield,23,"The Good Bowl",2,Recommended,3031,"Paneer Lababdar Rice Bowl"
1783,162,467.13,3.00,3,22,22,2,3096,162,2025-08-23,2025,8,August,3,23,33,22,Karnataka,Bengaluru,Whitefield,22,"The Belgian Waffle Co.",2,Recommended,3096,"The Belgian Club + 1 Free Delight (Dark)"
1785,177,239.00,5.00,4,22,41,2,3123,177,2025-04-16,2025,4,April,2,16,15,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3123,"Cheese Jalapeno Chicken Burger Wrap"
1793,23,379.00,4.00,16,25,6,2,240,23,2025-02-22,2025,2,February,1,22,7,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,240,"Combo for 1 Non-Veg"
1794,23,290.00,4.00,71,27,11,2,483,23,2025-02-22,2025,2,February,1,22,7,27,Karnataka,Bengaluru,Vidyaranyapura,11,"A2B - Adyar Ananda Bhavan",2,Recommended,483,"Kadai Vegetable"
1795,178,290.00,4.00,24,15,11,2,483,178,2025-05-25,2025,5,May,2,25,21,15,Karnataka,Bengaluru,"Mysore Road",11,"A2B - Adyar Ananda Bhavan",2,Recommended,483,"Kadai Vegetable"
1796,69,290.00,4.00,173,22,11,2,483,69,2025-01-27,2025,1,January,1,27,4,22,Karnataka,Bengaluru,Whitefield,11,"A2B - Adyar Ananda Bhavan",2,Recommended,483,"Kadai Vegetable"
1804,29,239.00,4.00,0,9,19,2,1181,29,2025-07-11,2025,7,July,3,11,27,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1181,"Lucknowi Paneer Subz Mini Biryani"
1812,7,359.00,4.00,175,22,23,2,1532,7,2025-01-21,2025,1,January,1,21,3,22,Karnataka,Bengaluru,Whitefield,23,"The Good Bowl",2,Recommended,1532,"Mughlai Grilled Chicken Rice Bowl with Omelette"
1813,23,359.00,4.00,33,9,23,2,1532,23,2025-02-22,2025,2,February,1,22,7,9,Karnataka,Bengaluru,"Rr Nagar",23,"The Good Bowl",2,Recommended,1532,"Mughlai Grilled Chicken Rice Bowl with Omelette"
1814,115,359.00,4.00,85,5,23,2,1532,115,2025-01-25,2025,1,January,1,25,3,5,Karnataka,Bengaluru,"Kengeri Satellite Town",23,"The Good Bowl",2,Recommended,1532,"Mughlai Grilled Chicken Rice Bowl with Omelette"
1830,77,939.00,5.00,50,22,39,2,2943,77,2025-08-13,2025,8,August,3,13,32,22,Karnataka,Bengaluru,Whitefield,39,"Andhra Gunpowder",2,Recommended,2943,"Andhra Non-Veg Carrier Meals (for 3-4)"
1832,126,249.00,4.00,0,22,41,2,3116,126,2025-07-13,2025,7,July,3,13,28,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3116,"Baked Chicken Meatball Pizza Wrap (Non-Spicy)."
1838,53,189.00,5.00,3,22,6,2,247,53,2025-05-12,2025,5,May,2,12,19,22,Karnataka,Bengaluru,Whitefield,6,"Chinese Wok",2,Recommended,247,"Schezwan Paneer Dry - Mini"
1839,50,189.00,4.00,6,25,6,2,247,50,2025-06-24,2025,6,June,2,24,25,25,Karnataka,Bengaluru,Hesaraghatta,6,"Chinese Wok",2,Recommended,247,"Schezwan Paneer Dry - Mini"
1840,89,189.00,4.00,1,13,6,2,247,89,2025-01-29,2025,1,January,1,29,4,13,Karnataka,Bengaluru,Uttarahalli,6,"Chinese Wok",2,Recommended,247,"Schezwan Paneer Dry - Mini"
1850,18,265.00,5.00,4,22,22,2,1344,18,2025-04-14,2025,4,April,2,14,15,22,Karnataka,Bengaluru,Whitefield,22,"The Belgian Waffle Co.",2,Recommended,1344,"Death By Choco-rush"
1851,199,265.00,4.00,2,2,22,2,1344,199,2025-08-30,2025,8,August,3,30,34,2,Karnataka,Bengaluru,Kengeri,22,"The Belgian Waffle Co.",2,Recommended,1344,"Death By Choco-rush"
1852,197,265.00,4.00,2,1,22,2,1344,197,2025-05-18,2025,5,May,2,18,20,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",22,"The Belgian Waffle Co.",2,Recommended,1344,"Death By Choco-rush"
1855,201,179.00,4.00,0,1,24,2,1492,201,2025-07-21,2025,7,July,3,21,29,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",24,"Taco Bell",2,Recommended,1492,"Salted Caramel Tea Frappe"
1856,57,130.00,4.00,36,11,26,2,1562,57,2025-04-18,2025,4,April,2,18,15,11,Karnataka,Bengaluru,"Forum Mall",26,Theobroma,2,Recommended,1562,"Eggless Dutch Truffle Pastry [1 Piece]"
1857,54,130.00,4.00,246,22,26,2,1562,54,2025-08-10,2025,8,August,3,10,32,22,Karnataka,Bengaluru,Whitefield,26,Theobroma,2,Recommended,1562,"Eggless Dutch Truffle Pastry [1 Piece]"
1858,199,130.00,5.00,153,16,26,2,1562,199,2025-08-30,2025,8,August,3,30,34,16,Karnataka,Bengaluru,"Vijay Nagar",26,Theobroma,2,Recommended,1562,"Eggless Dutch Truffle Pastry [1 Piece]"
1868,187,310.00,4.00,18,20,36,2,2716,187,2025-05-06,2025,5,May,2,6,18,20,Karnataka,Bengaluru,"Beml Layout",36,"RNR Biryani - Taste of 1953",2,Recommended,2716,"Paneer Sholay Kebab"
1885,23,525.00,5.00,6,1,22,2,1373,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",22,"The Belgian Waffle Co.",2,Recommended,1373,"Mini Waffle Box of 6 - Chocoholic's"
1886,30,525.00,5.00,1,2,22,2,1373,30,2025-02-16,2025,2,February,1,16,7,2,Karnataka,Bengaluru,Kengeri,22,"The Belgian Waffle Co.",2,Recommended,1373,"Mini Waffle Box of 6 - Chocoholic's"
1906,23,299.00,5.00,3,1,30,2,1952,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",30,"NH1 Bowls - Highway To North",2,Recommended,1952,"Peri Peri Chicken Tikka"
1917,21,274.00,5.00,5,1,38,2,2920,21,2025-05-30,2025,5,May,2,30,21,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",38,Subway,2,Recommended,2920,"Egg'n Chicken Melt"
1918,117,299.00,5.00,4,24,38,2,2920,117,2025-08-11,2025,8,August,3,11,32,24,Karnataka,Bengaluru,Varthur,38,Subway,2,Recommended,2920,"Egg'n Chicken Melt"
1919,23,70.00,4.00,0,10,21,2,2933,23,2025-02-22,2025,2,February,1,22,7,10,Karnataka,Bengaluru,"Gopalan Arcade Mall",21,"Burger King",2,Recommended,2933,"Crispy Veg Burger"
1920,209,410.00,4.00,4,22,22,2,3108,209,2025-04-12,2025,4,April,2,12,14,22,Karnataka,Bengaluru,Whitefield,22,"The Belgian Waffle Co.",2,Recommended,3108,"Death by Choco-rush Waffle Cake (Single Layer)"
1922,23,159.00,4.00,0,22,41,2,3134,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,41,"Faasos - Wraps, Rolls & Shawarma",2,Recommended,3134,"Chipotle Chicken Patty Wrap."
1950,23,358.00,4.00,9,1,33,2,2445,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,2445,"Peppy Paneer Cheese Burst"
1966,32,319.00,5.00,8,1,33,2,2444,32,2025-04-06,2025,4,April,2,6,14,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",33,"Domino's Pizza",2,Recommended,2444,"Chicken Golden Delight Pizza"
1976,23,339.00,4.00,9,6,37,2,2876,23,2025-02-22,2025,2,February,1,22,7,6,Karnataka,Bengaluru,"Kanakapura Road",37,"Dum Safar Biryani",2,Recommended,2876,"Chicken Tikka (8 Pcs)"
1989,26,3.81,4.00,25,1,24,2,1494,26,2025-06-07,2025,6,June,2,7,22,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",24,"Taco Bell",2,Recommended,1494,"Green Salsa Avocado Sauce"
2004,31,249.00,5.00,11,9,35,2,2617,31,2025-07-07,2025,7,July,3,7,27,9,Karnataka,Bengaluru,"Rr Nagar",35,"Daily Kitchen - Everyday Homely Meals",2,Recommended,2617,"Fam's Favorite Matar Paneer - Everyday Thali"
2007,192,229.00,4.00,0,9,29,2,2796,192,2025-08-02,2025,8,August,3,2,30,9,Karnataka,Bengaluru,"Rr Nagar",29,"LunchBox  Meals and Thalis",2,Recommended,2796,"Gobi Paratha With Curd and Butter"
2009,183,379.00,3.00,3,22,40,2,3020,183,2025-01-23,2025,1,January,1,23,3,22,Karnataka,Bengaluru,Whitefield,40,"Wendy's Burgers",2,Recommended,3020,"Korean Fried Chicken Burger or Wrap Combo."
2019,23,569.00,4.00,2,1,14,2,566,23,2025-02-22,2025,2,February,1,22,7,1,Karnataka,Bengaluru,"Rajarajeshwari Nagar",14,KFC,2,Recommended,566,"Korean & Thai Roll Chicken Meal"
2020,23,569.00,4.00,6,22,14,2,566,23,2025-02-22,2025,2,February,1,22,7,22,Karnataka,Bengaluru,Whitefield,14,KFC,2,Recommended,566,"Korean & Thai Roll Chicken Meal"
2026,131,269.00,4.00,0,9,19,2,1180,131,2025-02-11,2025,2,February,1,11,6,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1180,"Hyderabadi Mini Chicken Biryani"
2042,202,249.00,4.00,2,9,35,2,2607,202,2025-05-29,2025,5,May,2,29,21,9,Karnataka,Bengaluru,"Rr Nagar",35,"Daily Kitchen - Everyday Homely Meals",2,Recommended,2607,"Shahi Chicken - Light Meal"
2044,2,270.00,5.00,520,20,36,2,2702,2,2025-04-03,2025,4,April,2,3,13,20,Karnataka,Bengaluru,"Beml Layout",36,"RNR Biryani - Taste of 1953",2,Recommended,2702,"Donne Veg Biryani (Regular Packaging)"
2050,54,749.00,4.00,0,22,44,2,3275,54,2025-08-10,2025,8,August,3,10,32,22,Karnataka,Bengaluru,Whitefield,44,"Sweet Truth - Cake and Desserts",2,Recommended,3275,"Mango Cheesecake (500 gm) (Eggless)"
2051,200,239.00,4.00,0,22,47,2,3504,200,2025-05-13,2025,5,May,2,13,19,22,Karnataka,Bengaluru,Whitefield,47,Homely,2,Recommended,3504,"Egg Curry Rice"
2053,30,60.00,4.00,68,22,11,2,475,30,2025-02-16,2025,2,February,1,16,7,22,Karnataka,Bengaluru,Whitefield,11,"A2B - Adyar Ananda Bhavan",2,Recommended,475,"Sweet Kozhukattai (2 Pcs)"
2054,222,60.00,4.00,24,15,11,2,475,222,2025-02-10,2025,2,February,1,10,6,15,Karnataka,Bengaluru,"Mysore Road",11,"A2B - Adyar Ananda Bhavan",2,Recommended,475,"Sweet Kozhukattai (2 Pcs)"
2055,70,60.00,4.00,50,27,11,2,475,70,2025-01-03,2025,1,January,1,3,0,27,Karnataka,Bengaluru,Vidyaranyapura,11,"A2B - Adyar Ananda Bhavan",2,Recommended,475,"Sweet Kozhukattai (2 Pcs)"
2056,99,280.00,4.00,34,15,11,2,480,99,2025-06-09,2025,6,June,2,9,23,15,Karnataka,Bengaluru,"Mysore Road",11,"A2B - Adyar Ananda Bhavan",2,Recommended,480,"Malai Koftha"
2057,183,280.00,4.00,151,22,11,2,480,183,2025-01-23,2025,1,January,1,23,3,22,Karnataka,Bengaluru,Whitefield,11,"A2B - Adyar Ananda Bhavan",2,Recommended,480,"Malai Koftha"
2058,220,280.00,4.00,96,27,11,2,480,220,2025-02-09,2025,2,February,1,9,6,27,Karnataka,Bengaluru,Vidyaranyapura,11,"A2B - Adyar Ananda Bhavan",2,Recommended,480,"Malai Koftha"
2062,27,189.00,4.00,1,9,19,2,1191,27,2025-02-07,2025,2,February,1,7,5,9,Karnataka,Bengaluru,"Rr Nagar",19,"Quick Crave",2,Recommended,1191,"Mexicano Corn N Cheese Burger"
2070,162,359.00,4.00,0,5,23,2,1539,162,2025-08-23,2025,8,August,3,23,33,5,Karnataka,Bengaluru,"Kengeri Satellite Town",23,"The Good Bowl",2,Recommended,1539,"Classic Chicken Shawarma Bowl"
2071,128,359.00,4.00,0,9,23,2,1539,128,2025-06-04,2025,6,June,2,4,22,9,Karnataka,Bengaluru,"Rr Nagar",23,"The Good Bowl",2,Recommended,1539,"Classic Chicken Shawarma Bowl"
