state,city,restaurant_name,location,category,dish_name,price_inr,rating,rating_count,order_date,id
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Mushroom Masala",247.00,4,24,2025-06-01,19
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Veg Kofta",260.00,4,16,2025-05-11,20
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Dum Aloo Kashmiri (Sweet Dish)",286.00,4,0,2025-05-30,21
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"Fresh Fruit Milkshakes","Pomegranate   ",117.00,5,3,2025-06-28,22
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Panneer Guchi",260.00,4,0,2025-02-22,23
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Stuffed Capsicum",260.00,4,0,2025-01-02,24
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Stuffed Tomato",260.00,4,0,2025-03-29,25
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Veg Do Pyaza",260.00,4,9,2025-08-24,26
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Veg Shahi Kuma",260.00,4,0,2025-06-07,27
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Mix Veg Curry",234.00,4,20,2025-02-07,28
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Veg Kheema",247.00,4,0,2025-05-10,29
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Veg Makkanvala",247.00,4,0,2025-07-11,30
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"Fresh Fruit Milkshakes","Mango   ",117.00,4,0,2025-02-16,31
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Channa Masala",195.00,5,1,2025-07-07,32
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"Fresh Fruit Milkshakes","Chikku   ",117.00,4,0,2025-04-06,33
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Capsicum Masala",221.00,5,19,2025-01-21,34
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Baby Corn Masala",221.00,4,0,2025-06-10,35
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Panneer Mutter",221.00,4,0,2025-07-23,36
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Aloo Palak",221.00,4,0,2025-02-27,37
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Recommended,"Curd Rice",160.00,5,5,2025-05-19,38
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,"North Indian Gravy","Aloo Mutter",195.00,4,0,2025-01-22,39
