state,city,restaurant_name,location,category,dish_name,price_inr,rating,rating_count,order_date,id
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Paneer Fried Rice",159.00,4,0,2025-07-04,193
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Snacks,"Potato ginger chips",65.00,4,0,2025-02-16,194
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Tomato Rice",159.00,4,0,2025-08-05,195
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Snacks,"Potato pudina chips",65.00,4,0,2025-05-31,196
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Steam Rice",90.00,4,0,2025-06-27,197
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Snacks,"Banana chips pepper [500 gms]",245.00,4,0,2025-07-13,198
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Snacks,"Banana chips masala [500 gms]",245.00,4,0,2025-05-07,199
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Coconut cookies [250 gms]",95.00,4,0,2025-06-04,200
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Mushroom Fried Rice",159.00,4,4,2025-05-31,201
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Mure mure laddu [8 pcs]",30.00,4,0,2025-08-22,202
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Egg Fried Rice",149.00,4,6,2025-06-08,203
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Cocunut jaggery burfi [16pcs]",110.00,4,0,2025-05-10,204
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Dosas,"Ghee Masala",130.00,4,0,2025-07-09,205
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Groundnut chikki",100.00,4,0,2025-08-06,206
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Veg Fried Rice",159.00,3,6,2025-08-10,207
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Dosas,"Plain Dosa",91.00,5,75,2025-02-16,208
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Ghee Rice",159.00,4,0,2025-02-11,209
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Masala Puri",85.00,4,145,2025-05-08,210
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Dal Kichidi",169.00,4,0,2025-04-09,211
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Dahi Puri",85.00,5,21,2025-04-02,212
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Kajjaya [200 gms]",60.00,4,0,2025-01-17,213
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Bakarwadi [250 gms]",110.00,4,0,2025-04-14,214
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"Rose cookies [10 pcs]",60.00,4,0,2025-06-10,215
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Sweets,"White till ball [100 gms]",55.00,4,0,2025-05-17,216
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Cornflakes [200gms]",75.00,4,0,2025-02-12,217
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Curd Rice",160.00,5,5,2025-01-07,218
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Samosa Masala",78.00,5,5,2025-08-05,219
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Without garlic mixture",95.00,4,0,2025-06-25,220
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Mixed mixture",95.00,4,0,2025-02-08,221
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Sev Puri",78.00,4,45,2025-08-19,222
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Kara boondhi [200gms]",75.00,4,0,2025-08-09,223
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Palak kichidi",169.00,4,0,2025-05-24,224
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Lemon Rice",169.00,4,0,2025-02-16,225
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Sev mixture [200gms]",75.00,4,0,2025-06-19,226
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Special peanut mixture",95.00,4,0,2025-01-26,227
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Namkeen,"Special garlic mixture",95.00,4,0,2025-04-09,228
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Pani Puri",72.00,5,52,2025-07-09,229
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Special Sev Puri",85.00,4,0,2025-08-13,230
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Rice,"Jeera Rice",159.00,2,3,2025-04-22,231
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Muruku,"Spicy butter muruku [250 gms]",85.00,4,0,2025-02-19,232
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,Bhel,72.00,4,41,2025-05-09,233
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Non Veg Fried","Chicken Biriyani",170.00,3,12,2025-02-16,234
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Aloo Puri",78.00,2,9,2025-05-01,235
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Non Veg Fried","Chicken Fried Rice",149.00,4,6,2025-04-23,236
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Muruku,"Salted namakal muruku [200 gms]",55.00,4,0,2025-06-02,237
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Muruku,"Spicy namakal muruku [200 gms]",55.00,4,0,2025-06-01,238
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Non Veg Fried","Biriyani Rice",90.00,4,6,2025-01-02,239
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Papadi Chat",78.00,4,0,2025-01-27,240
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Muruku,"Salted butter muruku 250 gms",85.00,4,0,2025-01-13,241
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Sev Dahi Batata Puri",78.00,4,0,2025-07-09,242
Karnataka,Bengaluru,"Sri Vinayaka Hot Chips",Bidadi,Powder,"Sambar pudi [250 gms]",200.00,4,0,2025-02-16,243
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Combo for 1 Non-Veg",379.00,4,16,2025-05-15,244
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Hunan Paneer Dry - Mini",189.00,4,1,2025-02-26,245
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Special Bhel",81.00,3,21,2025-05-01,246
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Tandoori Starter","Tandoori (Chicken)",260.00,5,3,2025-05-09,247
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Hunan Paneer Dry - Full",359.00,4,4,2025-02-05,248
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Tomato Puri",78.00,4,0,2025-04-26,249
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Tandoori Starter","Kalmi Kabab (Chicken)",110.00,4,6,2025-02-17,250
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Schezwan Paneer Dry - Mini",189.00,4,2,2025-06-22,251
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,"Sev Batata Puri",72.00,4,0,2025-07-24,252
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Schezwan Paneer Dry - Full",359.00,5,4,2025-01-20,253
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Tandoori Starter","Tandoori Kabab (Chicken)",239.00,4,0,2025-05-20,254
Karnataka,Bengaluru,"Srinidhi Sagar Deluxe",Kengeri,Chaats,Samosa,35.00,4,23,2025-08-21,255
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Tandoori Starter","Pudina Kabab (Chicken)",239.00,4,0,2025-07-16,256
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Hunan Chicken Dry - Mini",209.00,4,19,2025-02-16,257
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Tandoori Starter","Pepper Kabab (Chicken)",239.00,4,0,2025-02-06,258
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Hunan Chicken Dry - Full",379.00,5,10,2025-01-08,259
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Dal Tadka",169.00,4,3,2025-06-09,260
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Schezwan Chicken Dry - Mini",209.00,4,7,2025-08-26,261
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Al Faham Chicken",169.00,4,19,2025-01-03,262
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Dragon Chicken ",315.00,4,1,2025-04-13,263
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Chicken Manchow Soup   ",130.00,5,6,2025-07-17,264
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Schezwan Chicken Dry - Full",379.00,4,4,2025-05-24,265
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Egg Muighalai",169.00,4,0,2025-01-09,266
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Veg Wheat Momo With Momo Chutney",307.00,4,1,2025-05-22,267
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Chicken Wheat Momo With Momo Chutney",337.00,4,5,2025-07-23,268
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Hunan Paneer Bowl",319.00,3,10,2025-04-25,269
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Chicken Noodles Soup",180.00,4,0,2025-07-19,270
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Kaju Masala",235.00,3,3,2025-08-21,271
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Butter Chapati",35.00,5,3,2025-06-04,272
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Hunan Chicken Bowl",319.00,5,12,2025-08-03,273
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Veg Chinese Fried Rice - Half (500 ml).",269.00,4,0,2025-05-23,274
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Dal Fry",149.00,4,0,2025-04-09,275
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Butter Roti",47.00,4,3,2025-05-17,276
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Mix Veg Curry",169.00,4,0,2025-05-27,277
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Veg Chinese Hakka Noodles - Half (500 ml).",269.00,4,0,2025-04-02,278
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Veg Kadai",189.00,4,0,2025-02-17,279
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Veg Chilli Garlic Noodles - Half (500 ml).",269.00,4,0,2025-04-08,280
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Veg Schezwan Noodles - Half (500 ml).",269.00,4,105,2025-02-16,281
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Veg Hyderabadi",179.00,4,0,2025-07-27,282
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Chicken Fried Rice - Half (500 ml).",309.00,4,0,2025-02-01,283
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Thalassery Chicken Dum Biryani [Serves 1]",270.00,4,19,2025-02-16,284
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Chicken Hakka Noodles - Half (500 ml).",309.00,5,80,2025-08-03,285
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Leaf Chicken Dum Biryani",299.00,4,2,2025-06-14,286
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Chana Masala",195.00,4,0,2025-08-13,287
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Recommended,"Chicken Chilli Garlic Noodles - Half (500 ml).",309.00,4,0,2025-07-10,288
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Veg Kholapuri",179.00,4,0,2025-05-11,289
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Thalassery Chicken Curry ",260.00,4,12,2025-02-20,290
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Tomato Curry",159.00,4,0,2025-05-28,291
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Nadan Chicken Curry ",260.00,4,0,2025-08-22,292
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Veg Gravy","Plain Palak",159.00,4,0,2025-06-01,293
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads",Roti,25.00,4,7,2025-02-23,294
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads","Butter Naan",45.00,5,5,2025-04-30,295
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Mutton Rogan Josh",375.00,4,0,2025-06-21,296
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Chicken Kondattam",315.00,4,1,2025-06-01,297
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads","Garlic Butter Naan",55.00,4,0,2025-06-10,298
Karnataka,Bengaluru,"Thalassery Restaurant","Rajarajeshwari Nagar",Recommended,"Chicken Noodles",245.00,5,15,2025-07-26,299
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Biryani rice",120.00,4,177,2025-02-28,300
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Mutton biryani",299.00,4,54,2025-04-28,301
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads","Butter Roti",30.00,4,4,2025-06-01,302
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads","Butter Kulcha",50.00,5,3,2025-04-26,303
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Chicken kebab",170.00,4,102,2025-06-09,304
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Chicken masala",190.00,5,34,2025-04-06,305
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads",Naan,40.00,4,3,2025-02-16,306
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads","Garlic Naan",50.00,4,0,2025-04-23,307
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar","Indian Breads",Kulcha,45.00,5,4,2025-07-19,308
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Paneer,"Paneer Butter Masala",189.00,4,8,2025-06-13,309
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Pot Rice","Veg Manchurian Pot Rice",425.00,4,0,2025-02-16,310
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Pot Rice","Paneer Pot Rice",425.00,4,0,2025-02-20,311
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Pot Rice","Chicken Pot Rice",455.00,4,2,2025-06-02,312
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Dessert,"Chocolate Mousse - Small",59.00,4,45,2025-07-05,313
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Dessert,"Black forest Mousse Cake",59.00,4,25,2025-02-16,314
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Dessert,"Salted Caramel Choco Mousse",59.00,5,16,2025-07-09,315
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Dessert,"Choco Lava",99.00,5,17,2025-05-05,316
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Pepsi Pet Bottle",57.00,4,43,2025-05-30,317
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"7 Up",57.00,4,10,2025-02-27,318
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Coolberg Peach",118.75,4,0,2025-02-27,319
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Coolberg Cranberry",118.75,5,5,2025-02-16,320
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Aam Panna",99.00,4,1,2025-02-18,321
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Paneer,"Paneer Kadai",189.00,4,0,2025-06-15,322
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Peach Ice Tea",99.00,4,0,2025-06-29,323
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Paneer,"Paneer Masala",189.00,4,0,2025-04-14,324
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Masala Shikanji",99.00,4,2,2025-06-19,325
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Paneer,"Paneer Hydrabadi",189.00,4,0,2025-02-16,326
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,"Lemon Ice Tea",99.00,4,0,2025-02-16,327
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town",Drinks,Water,28.50,4,2,2025-01-15,328
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Extra Dip & Crispy Noodles","Crispy Noodles",20.00,4,9,2025-02-23,329
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Chicken fry",190.00,4,67,2025-08-04,330
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Extra Dip & Crispy Noodles","Extra Schezwan Dip",20.00,3,4,2025-08-23,331
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Paneer,"Paneer Kholapuri",189.00,4,0,2025-08-15,332
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Raggi ball",35.00,4,26,2025-08-21,333
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Extra Dip & Crispy Noodles","Extra Mayo Dip",20.00,4,2,2025-07-07,334
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Mushroom,"Mushroom Masala",189.00,4,0,2025-04-22,335
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Mutton fry",290.00,4,19,2025-06-29,336
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Mushroom,"Mushroom Kholapuri",189.00,4,0,2025-08-05,337
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Mutton chops",290.00,4,7,2025-04-23,338
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Extra Dip & Crispy Noodles","Extra Sweet Chilli Dip",20.00,4,1,2025-04-11,339
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Mushroom,"Mushroom Kadai",189.00,4,0,2025-04-09,340
Karnataka,Bengaluru,"Chinese Wok","Kengeri Satellite Town","Extra Dip & Crispy Noodles","Extra Momo Chutney",20.00,4,2,2025-08-13,341
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Mushroom,"Mushroom Hydrabadi",189.00,4,0,2025-06-02,342
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,Margherita,169.00,4,63,2025-01-08,343
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Egg,"Egg Ghee Roast",189.00,4,0,2025-04-03,344
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Veggie Feast",259.00,4,58,2025-02-22,345
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Egg,"Egg Chilli",189.00,4,0,2025-05-26,346
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Tandoori Paneer",319.00,4,69,2025-02-16,347
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Country Feast",319.00,4,22,2025-08-24,348
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Veggie Supreme",379.00,4,79,2025-04-18,349
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Chicken Sausage",259.00,5,15,2025-01-05,350
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Egg,"Egg Pepper Dry",189.00,4,0,2025-05-08,351
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Murg Malai Chicken",379.00,5,7,2025-04-13,352
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Egg,"Egg Manchuri",189.00,4,0,2025-04-20,353
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Chicken Supreme",409.00,4,8,2025-07-15,354
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Triple Chicken Feast",409.00,5,12,2025-01-06,355
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Classic Onion Capsicum",109.00,4,199,2025-04-19,356
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Cheesy Spicy Delight",169.00,4,16,2025-08-12,357
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Extra,"Cashew Nut Fry",260.00,4,0,2025-02-16,358
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Chilli Paneer Sizzle",189.00,4,39,2025-04-26,359
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Classic Chicken Pepperoni & Onion",159.00,4,3,2025-04-04,360
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Extra,"Cucumber Salad",90.00,4,0,2025-07-13,361
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Classic Herbed Chicken & Capsicum",179.00,4,10,2025-02-16,362
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Extra,"Green Salad",90.00,4,0,2025-02-23,363
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Chatpata Chicken Feast",199.00,4,3,2025-04-09,364
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Extra,"Cup Curd",25.00,4,0,2025-06-12,365
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Bold BBQ Veggie Thin n Crispy",749.00,5,7,2025-02-24,366
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Spicy Schezwan Pasta Chicken",199.00,4,2,2025-06-17,367
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Spicy Red Schezwan Pasta",179.00,4,13,2025-02-21,368
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Soups,"Non Veg Soup (Chicken)",170.00,4,0,2025-07-27,369
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Sprinkled Fries - New",109.00,4,13,2025-05-24,370
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Soups,"Tomato Soup",150.00,4,0,2025-07-08,371
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road",Recommended,"Spicy Baked Chicken Wings 4pc",209.00,3,11,2025-01-13,372
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road","Veg Pizza","Schezwan Margherita",219.00,4,16,2025-04-24,373
Karnataka,Bengaluru,"Pizza Hut","Kanakapura Road","Veg Pizza","Mexican Fiesta",319.00,4,28,2025-05-04,374
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Boiled egg",20.00,4,44,2025-02-16,375
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Soups,"Veg Soup",150.00,4,0,2025-06-18,376
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Recommended,"Egg boti fry",230.00,4,7,2025-08-29,377
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Beverages,"Butter Milk",90.00,4,0,2025-08-16,378
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Beverages,"Fresh Lime Juice",90.00,4,0,2025-06-10,379
Karnataka,Bengaluru,"Nisarga Family Daba","Rajarajeshwari Nagar",Beverages,"Fresh Lime Soda",90.00,4,0,2025-02-16,380
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Biryani,"Chicken biryani",180.00,4,127,2025-07-05,381
Karnataka,Bengaluru,"Swadh Restaurant","Kanmanike Village",Biryani,"Malabar Chicken Fry Biryani",199.00,3,4,2025-02-02,382
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Biryani,"Biryani rice",120.00,4,177,2025-02-21,383
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Biryani,"Kabab Briyani",180.00,4,30,2025-01-12,384
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Biryani,"Mutton biryani",299.00,4,54,2025-02-08,385
Karnataka,Bengaluru,"Swadh Restaurant","Kanmanike Village",Biryani,"Paneer Biryani",199.00,4,0,2025-05-22,386
Karnataka,Bengaluru,"Appu Donne Biriyani Palace","Rajarajeshwari Nagar",Biryani,"Egg Briyani",140.00,3,8,2025-05-10,387
